,clust,Customer ID,Avg Monthly Long Distance Charges,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Offer_None,Offer_Offer A,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Paperless Billing_No,Paperless Billing_Yes,Payment Method_Bank Withdrawal,Payment Method_Credit Card,Payment Method_Mailed Check
3662,3,5356-KZCKT,2.38,24.45,1513.6,0.0,0,138.04,1651.6399999999999,0,0,1,0,0,0,0,1,0,1,0
3663,0,9470-XCCEM,48.08,89.65,3161.6,0.0,40,1682.8,4884.4,1,0,0,0,0,0,0,1,1,0,0
3664,0,6519-CFDBX,10.81,45.4,80.95,0.0,0,21.62,102.57000000000001,1,0,0,0,0,0,0,1,1,0,0
3665,1,3902-MIVLE,12.15,75.7,4676.7,0.0,0,765.45,5442.15,0,0,1,0,0,0,1,0,0,1,0
3666,3,0409-WTMPL,37.95,110.65,6526.65,0.0,0,2201.1000000000004,8727.75,0,0,1,0,0,0,0,1,0,1,0
3667,3,8763-KIAFH,20.96,20.55,583.3,0.0,0,565.9200000000001,1149.22,1,0,0,0,0,0,0,1,0,1,0
3668,3,3669-WHAFY,9.44,115.15,8078.1,0.0,0,670.24,8748.34,0,1,0,0,0,0,0,1,0,1,0
3669,1,3055-VTCGS,27.38,58.55,3503.5,0.0,0,1724.9399999999998,5228.44,0,0,1,0,0,0,1,0,0,1,0
3670,0,3144-KMTWZ,26.56,93.25,6669.45,0.0,90,1885.76,8645.21,0,1,0,0,0,0,0,1,1,0,0
3671,0,2007-QVGAW,46.61,19.35,1292.65,0.0,0,3169.48,4462.13,0,1,0,0,0,0,0,1,1,0,0
3672,3,5207-PLSTK,26.26,48.75,48.75,0.0,0,26.26,75.01,1,0,0,0,0,0,0,1,0,1,0
3673,3,2155-AMQRX,3.25,54.9,1505.15,0.0,0,91.0,1596.15,1,0,0,0,0,0,0,1,0,1,0
3674,1,6181-AXXYF,47.69,24.75,1859.1,0.0,0,3433.68,5292.78,0,1,0,0,0,0,1,0,0,1,0
3675,0,5091-HFAZW,46.78,91.15,168.5,0.0,10,93.56,272.06,1,0,0,0,0,0,0,1,1,0,0
3676,3,1568-LJSZU,38.38,92.2,6392.85,0.0,0,2609.84,9002.69,0,1,0,0,0,0,0,1,0,1,0
3677,0,7416-CKTEP,23.28,19.6,1134.25,0.0,0,1326.96,2461.21,0,0,1,0,0,0,0,1,1,0,0
3678,2,2586-CWXVV,0.0,30.4,1621.35,0.0,0,0.0,1621.35,0,0,1,0,0,0,1,0,1,0,0
3679,3,2348-KCJLT,44.87,61.5,2722.2,0.0,150,1974.28,4846.48,0,0,1,0,0,0,0,1,0,1,0
3680,0,8401-EMUWF,16.67,69.4,3058.3,0.0,0,700.1400000000001,3758.4400000000005,0,0,1,0,0,0,0,1,1,0,0
3681,2,4193-IBKSW,35.33,24.75,1769.6,0.0,0,2543.7599999999998,4313.36,0,1,0,0,0,0,1,0,1,0,0
3682,1,5377-NDTOU,9.5,91.05,6293.75,0.0,0,674.5,6968.25,0,1,0,0,0,0,1,0,0,1,0
3683,3,2474-LCNUE,14.53,73.65,1642.75,0.0,0,334.19,1976.94,0,0,0,0,1,0,0,1,0,1,0
3684,1,0839-QNXME,9.27,19.4,578.5,0.0,0,278.09999999999997,856.5999999999999,1,0,0,0,0,0,1,0,0,1,0
3685,2,3506-OVLKD,49.13,26.2,954.9,0.0,0,1719.5500000000002,2674.4500000000003,1,0,0,0,0,0,1,0,1,0,0
3686,0,6650-VJONK,15.9,43.85,43.85,0.0,10,15.9,69.75,1,0,0,0,0,0,0,1,1,0,0
3687,3,2178-PMGCJ,15.77,69.7,1490.4,0.0,0,346.94,1837.3400000000001,0,0,0,0,1,0,0,1,0,1,0
3688,1,7492-TAFJD,0.0,38.55,280.0,0.0,0,0.0,280.0,1,0,0,0,0,0,1,0,0,1,0
3689,3,2773-MADBQ,0.0,53.1,1901.25,0.0,0,0.0,1901.25,1,0,0,0,0,0,0,1,0,1,0
3690,1,6016-LVTJQ,9.66,20.65,716.4,0.0,0,328.44,1044.84,1,0,0,0,0,0,1,0,0,1,0
3691,1,7860-KSUGX,32.67,64.45,4720.0,0.0,0,2352.2400000000002,7072.24,0,1,0,0,0,0,1,0,0,1,0
3692,1,8966-KZXXA,34.79,25.1,930.95,0.0,0,1252.44,2183.3900000000003,1,0,0,0,0,0,1,0,0,1,0
3693,3,5149-QYTTU,34.53,95.15,6770.85,0.0,0,2451.63,9222.48,0,1,0,0,0,0,0,1,0,1,0
3694,0,2085-BOJKI,28.83,96.65,1588.25,0.0,0,490.10999999999996,2078.36,0,0,0,0,1,0,0,1,1,0,0
3695,0,0817-HSUSE,5.63,75.5,75.5,0.0,0,5.63,81.13,1,0,0,0,0,0,0,1,1,0,0
3696,1,5442-PPTJY,4.71,19.7,258.35,0.0,0,56.519999999999996,314.87,0,0,0,0,1,0,1,0,0,1,0
3697,1,1927-QEWMY,43.91,20.5,1502.25,0.0,0,3161.5199999999995,4663.7699999999995,0,1,0,0,0,0,1,0,0,1,0
3698,1,1663-MHLHE,35.88,19.2,19.2,0.0,0,35.88,55.08,1,0,0,0,0,0,1,0,0,1,0
3699,2,4450-MDZFX,38.44,74.35,4453.3,0.0,0,2306.3999999999996,6759.7,0,0,1,0,0,0,1,0,1,0,0
3700,1,6701-DHKWQ,0.0,51.35,3244.4,0.0,0,0.0,3244.4,0,0,1,0,0,0,1,0,0,1,0
3701,1,7554-AKDQF,5.69,45.65,323.45,0.0,0,34.14,357.59,0,0,0,0,0,1,1,0,0,1,0
3702,2,0794-YVSGE,27.16,20.3,1401.15,0.0,0,1955.52,3356.67,0,1,0,0,0,0,1,0,1,0,0
3703,0,5423-BHIXO,32.02,54.2,1739.6,0.0,0,1024.64,2764.24,1,0,0,0,0,0,0,1,1,0,0
3704,0,6908-VVYHM,19.84,90.65,5931.0,0.0,110,1289.6,7330.6,0,0,1,0,0,0,0,1,1,0,0
3705,0,2959-EEXWB,0.0,50.9,2333.85,0.0,0,0.0,2333.85,0,0,1,0,0,0,0,1,1,0,0
3706,2,1839-UMACK,27.64,25.05,949.85,0.0,0,1160.88,2110.73,1,0,0,0,0,0,1,0,1,0,0
3707,0,3030-YDNRM,11.58,74.85,572.45,0.0,0,92.64,665.09,0,0,0,0,0,1,0,1,1,0,0
3708,1,7321-KKSDU,16.94,20.5,696.8,0.0,0,542.08,1238.88,1,0,0,0,0,0,1,0,0,1,0
3709,2,8286-AFUYI,46.23,47.95,47.95,0.0,0,46.23,94.18,0,0,0,0,0,1,1,0,1,0,0
3710,0,8356-WUAOJ,40.63,45.0,45.0,0.0,10,40.63,95.63,0,0,0,0,0,1,0,1,1,0,0
3711,3,9350-ZXYJC,9.75,25.3,116.95,0.0,0,39.0,155.95,0,0,0,0,0,1,0,1,0,1,0
3712,2,8958-JPTRR,21.21,24.3,1261.7,0.0,0,1187.76,2449.46,1,0,0,0,0,0,1,0,1,0,0
3713,0,6959-GQEGV,10.36,75.95,3273.8,0.0,0,466.2,3740.0,1,0,0,0,0,0,0,1,1,0,0
3714,1,3173-WSSUE,22.36,19.7,1415.85,0.0,0,1587.56,3003.41,1,0,0,0,0,0,1,0,0,1,0
3715,1,1265-HVPZB,16.06,66.4,3958.2,0.0,0,947.54,4905.74,1,0,0,0,0,0,1,0,0,1,0
3716,0,4115-UMJFQ,0.0,35.75,2492.25,0.0,150,0.0,2642.25,1,0,0,0,0,0,0,1,1,0,0
3717,1,7369-TRPFD,17.17,18.8,279.2,0.0,0,326.23,605.4300000000001,0,0,0,0,1,0,1,0,0,1,0
3718,1,1098-KFQEC,27.75,19.4,1083.0,0.0,0,1526.25,2609.25,1,0,0,0,0,0,1,0,0,1,0
3719,1,7190-XHTWJ,32.63,19.3,755.5,0.0,0,1239.94,1995.44,1,0,0,0,0,0,1,0,0,0,1
3720,3,5296-BFCYD,14.91,20.1,936.85,0.0,0,685.86,1622.71,1,0,0,0,0,0,0,1,0,0,1
3721,1,9359-JANWS,34.31,58.9,3857.1,0.0,0,2230.15,6087.25,1,0,0,0,0,0,1,0,0,1,0
3722,1,3279-DYZQM,11.3,19.45,1378.45,0.0,0,802.3000000000001,2180.75,1,0,0,0,0,0,1,0,0,0,1
3723,1,9575-IWCAZ,47.29,25.1,171.0,0.0,0,283.74,454.74,1,0,0,0,0,0,1,0,0,0,1
3724,0,7940-UQQUG,13.95,104.4,6721.6,0.0,0,892.8,7614.400000000001,1,0,0,0,0,0,0,1,1,0,0
3725,0,3961-SXAXY,30.73,44.05,44.05,0.0,0,30.73,74.78,0,0,0,0,0,1,0,1,1,0,0
3726,1,7010-BRBUU,19.64,24.1,1734.65,0.0,0,1414.08,3148.73,1,0,0,0,0,0,1,0,0,1,0
3727,3,3566-HJGPK,16.34,45.55,45.55,0.0,0,16.34,61.89,0,0,0,0,0,1,0,1,0,0,1
3728,0,3062-ICYZQ,27.23,93.8,4539.35,0.0,0,1388.73,5928.08,1,0,0,0,0,0,0,1,1,0,0
3729,2,9938-PRCVK,23.95,19.7,804.25,0.0,0,981.9499999999999,1786.1999999999998,1,0,0,0,0,0,1,0,1,0,0
3730,3,0973-KYVNF,43.12,70.65,5011.15,0.0,0,3104.64,8115.789999999999,1,0,0,0,0,0,0,1,0,1,0
3731,1,5129-HHMZC,21.08,86.45,3574.5,0.0,0,906.4399999999999,4480.94,1,0,0,0,0,0,1,0,0,1,0
3732,3,9637-CDTKZ,23.27,114.1,8086.4,0.0,0,1675.44,9761.84,1,0,0,0,0,0,0,1,0,1,0
3733,3,3946-JEWRQ,20.93,95.2,4563.0,0.0,80,983.71,5626.71,1,0,0,0,0,0,0,1,0,1,0
3734,1,7873-CVMAW,46.1,88.55,6362.35,0.0,0,3319.2000000000003,9681.550000000001,1,0,0,0,0,0,1,0,0,1,0
3735,3,0463-WZZKO,16.39,20.75,67.1,0.0,0,49.17,116.27,0,0,0,0,0,1,0,1,0,1,0
3736,0,4524-QCSSM,0.0,44.65,1156.55,0.0,0,0.0,1156.55,1,0,0,0,0,0,0,1,1,0,0
3737,3,5832-EXGTT,1.41,60.2,1834.15,0.0,0,40.89,1875.0400000000002,1,0,0,0,0,0,0,1,0,1,0
3738,2,2039-JONDJ,20.29,55.45,1477.65,0.0,0,547.8299999999999,2025.48,1,0,0,0,0,0,1,0,1,0,0
3739,3,7217-JYHOQ,44.57,70.3,1706.45,0.0,0,1069.68,2776.13,1,0,0,0,0,0,0,1,0,1,0
3740,0,6695-FRVEC,21.17,60.4,3953.7,0.0,40,1418.39,5412.09,1,0,0,0,0,0,0,1,1,0,0
3741,2,9894-QMIMJ,9.04,55.8,1327.85,0.0,0,207.92,1535.77,0,0,0,0,1,0,1,0,1,0,0
3742,3,8069-YQQAJ,0.0,31.1,419.7,0.0,0,0.0,419.7,0,0,0,0,1,0,0,1,0,0,1
3743,0,3466-WAESX,13.99,69.1,1083.7,0.0,0,223.84,1307.54,0,0,0,0,1,0,0,1,1,0,0
3744,0,9281-PKKZE,0.0,43.95,2007.85,0.0,0,0.0,2007.85,1,0,0,0,0,0,0,1,1,0,0
3745,0,3638-VBZTA,11.5,86.5,5882.75,0.0,0,782.0,6664.75,1,0,0,0,0,0,0,1,1,0,0
3746,2,7459-IMVYU,28.0,69.95,2657.55,0.0,90,1064.0,3811.55,1,0,0,0,0,0,1,0,1,0,0
3747,3,8563-OYMQY,34.98,90.95,1612.2,0.0,0,594.66,2206.86,0,0,0,0,1,0,0,1,0,1,0
3748,1,0754-EEBDC,24.57,19.9,76.65,0.0,0,98.28,174.93,0,0,0,0,0,1,1,0,0,0,1
3749,2,5777-ZPQNC,26.67,20.15,260.7,0.0,0,320.04,580.74,0,0,0,0,1,0,1,0,1,0,0
3750,3,1951-IEYXM,34.97,90.6,6441.85,0.0,0,2517.84,8959.69,1,0,0,0,0,0,0,1,0,1,0
3751,0,3318-NMQXL,15.6,92.0,266.8,0.0,0,46.8,313.6,0,0,0,0,0,1,0,1,1,0,0
3752,3,1022-RKXDR,32.66,24.85,962.25,0.0,0,1339.06,2301.31,1,0,0,0,0,0,0,1,0,0,1
3753,1,2361-FJWNO,0.0,36.0,1382.9,0.0,130,0.0,1512.9,1,0,0,0,0,0,1,0,0,1,0
3754,0,2272-UOINI,3.34,78.5,571.05,0.0,0,23.38,594.43,0,0,0,0,0,1,0,1,1,0,0
3755,1,8232-UTFOZ,7.18,19.95,1399.35,0.0,0,495.41999999999996,1894.77,1,0,0,0,0,0,1,0,0,1,0
3756,1,3750-YHRYO,21.09,20.65,150.0,0.0,0,147.63,297.63,1,0,0,0,0,0,1,0,0,0,1
3757,0,6637-KYRCV,0.0,30.5,167.2,0.0,0,0.0,167.2,1,0,0,0,0,0,0,1,1,0,0
3758,1,5668-MEISB,6.41,106.1,7657.4,0.0,0,461.52,8118.92,1,0,0,0,0,0,1,0,0,1,0
3759,0,0129-QMPDR,27.4,20.5,865.05,0.0,0,1205.6,2070.6499999999996,1,0,0,0,0,0,0,1,1,0,0
3760,0,7188-CBBBA,27.68,95.5,6153.85,0.0,80,1799.2,8033.05,1,0,0,0,0,0,0,1,1,0,0
3761,2,5356-CSVSQ,40.99,64.6,174.2,0.0,0,122.97,297.16999999999996,1,0,0,0,0,0,1,0,1,0,0
3762,3,3221-CJMSG,2.33,51.1,1269.6,0.0,0,55.92,1325.52,1,0,0,0,0,0,0,1,0,1,0
3763,2,2801-NISEI,30.07,54.95,1348.5,0.0,0,721.6800000000001,2070.1800000000003,1,0,0,0,0,0,1,0,1,0,0
3764,0,4623-ZKHLY,20.78,20.45,471.55,0.0,0,457.16,928.71,0,0,0,0,1,0,0,1,1,0,0
3765,3,6732-VAILE,30.06,85.95,5931.75,0.0,0,2104.2,8035.95,1,0,0,0,0,0,0,1,0,1,0
3766,2,8201-AAXCB,25.87,60.35,1404.65,0.0,10,646.75,2061.4,1,0,0,0,0,0,1,0,1,0,0
3767,2,7696-CFTAT,8.21,19.8,726.1,0.0,0,303.77000000000004,1029.8700000000001,1,0,0,0,0,0,1,0,1,0,0
3768,0,2123-VSCOT,24.81,72.1,4194.85,0.0,0,1463.79,5658.64,1,0,0,0,0,0,0,1,1,0,0
3769,0,2018-QKYGT,36.32,81.05,81.05,0.0,0,36.32,117.37,1,0,0,0,0,0,0,1,1,0,0
3770,0,2792-VPPET,37.01,20.5,76.95,0.0,0,111.03,187.98000000000002,1,0,0,0,0,0,0,1,1,0,0
3771,0,7409-JURKQ,41.82,111.8,5809.75,0.0,0,2216.46,8026.21,1,0,0,0,0,0,0,1,1,0,0
3772,1,3247-MHJKM,42.15,20.2,20.2,0.0,0,42.15,62.349999999999994,1,0,0,0,0,0,1,0,0,0,1
3773,3,1964-SVLEA,30.13,19.7,415.9,0.0,0,602.6,1018.5,0,0,0,0,1,0,0,1,0,0,1
3774,0,7297-DVYGA,29.87,19.85,996.95,0.0,0,1523.3700000000001,2520.32,0,0,1,0,0,0,0,1,1,0,0
3775,0,2239-CGBUZ,47.18,60.5,3145.15,0.0,0,2406.18,5551.33,0,0,1,0,0,0,0,1,1,0,0
3776,1,0854-UYHZD,42.23,19.55,265.3,0.0,0,548.99,814.29,1,0,0,0,0,0,1,0,0,0,1
3777,1,7243-LCGGZ,10.21,20.9,20.9,0.0,0,10.21,31.11,1,0,0,0,0,0,1,0,0,0,1
3778,3,8267-KFGYD,10.14,21.05,21.05,0.0,0,10.14,31.19,1,0,0,0,0,0,0,1,0,0,1
3779,2,4890-VMUAV,18.05,71.5,4576.3,0.0,70,1137.15,5783.450000000001,0,0,1,0,0,0,1,0,1,0,0
3780,1,9261-WDCAF,33.53,54.65,189.1,0.0,0,100.59,289.69,1,0,0,0,0,0,1,0,0,0,1
3781,1,3764-MNMOI,30.99,19.2,908.15,0.0,0,1425.54,2333.69,0,0,1,0,0,0,1,0,0,1,0
3782,3,7442-YGZFK,3.97,49.8,49.8,0.0,0,3.97,53.769999999999996,1,0,0,0,0,0,0,1,0,1,0
3783,2,8229-BUJHX,11.13,20.5,1500.95,0.0,0,790.23,2291.1800000000003,1,0,0,0,0,0,1,0,1,0,0
3784,3,7449-HVPIV,22.56,90.4,5099.15,0.0,0,1240.8,6339.95,0,0,1,0,0,0,0,1,0,1,0
3785,0,5504-WSIUR,13.4,90.25,6385.95,0.0,100,938.0,7423.95,1,0,0,0,0,0,0,1,1,0,0
3786,2,8466-PZBLH,11.31,104.6,6885.75,0.0,0,757.77,7643.52,1,0,0,0,0,0,1,0,1,0,0
3787,1,8735-IJJEG,4.05,50.2,668.85,0.0,0,56.699999999999996,725.5500000000001,1,0,0,0,0,0,1,0,0,1,0
3788,0,0564-MUUQK,38.71,95.5,1916.2,0.0,0,774.2,2690.4,1,0,0,0,0,0,0,1,1,0,0
3789,0,0701-RFGFI,8.18,95.4,4613.95,0.0,0,400.82,5014.7699999999995,0,0,1,0,0,0,0,1,1,0,0
3790,0,0019-EFAEP,2.25,101.3,7261.25,0.0,0,162.0,7423.25,0,1,0,0,0,0,0,1,1,0,0
3791,2,5619-PTMIK,44.74,53.1,2459.8,0.0,0,2058.04,4517.84,0,0,1,0,0,0,1,0,1,0,0
3792,0,3737-XBQDD,13.13,84.85,2048.8,0.0,80,315.12,2443.92,0,0,0,1,0,0,0,1,1,0,0
3793,2,5882-CMAZQ,0.0,34.25,163.55,0.0,0,0.0,163.55,1,0,0,0,0,0,1,0,1,0,0
3794,1,5846-QFDFI,11.01,88.6,2888.7,0.0,0,363.33,3252.0299999999997,0,0,0,1,0,0,1,0,0,1,0
3795,0,4445-KWOKW,29.44,60.15,2421.6,0.0,0,1236.48,3658.08,0,0,1,0,0,0,0,1,1,0,0
3796,3,3511-APPBJ,41.94,99.95,2292.75,0.0,0,964.6199999999999,3257.37,1,0,0,0,0,0,0,1,0,1,0
3797,2,7967-HYCDE,41.93,70.7,553.4,0.0,0,335.44,888.8399999999999,0,0,0,0,0,1,1,0,1,0,0
3798,3,2430-RRYUW,11.56,54.8,3465.7,0.0,0,762.96,4228.66,0,1,0,0,0,0,0,1,0,0,1
3799,3,5447-WZAFP,8.33,100.3,5200.8,0.0,0,441.49,5642.29,0,0,1,0,0,0,0,1,0,0,1
3800,2,5110-CHOPY,0.0,53.6,3237.05,0.0,0,0.0,3237.05,1,0,0,0,0,0,1,0,1,0,0
3801,3,4425-OWHWB,10.9,19.35,433.75,0.0,0,218.0,651.75,1,0,0,0,0,0,0,1,0,1,0
3802,2,7892-QVYKW,9.84,85.6,1868.4,0.0,0,226.32,2094.7200000000003,1,0,0,0,0,0,1,0,1,0,0
3803,0,9675-ICXCT,35.07,80.8,5728.55,0.0,0,2525.04,8253.59,0,1,0,0,0,0,0,1,1,0,0
3804,1,4703-MQYKT,16.81,19.6,390.4,0.0,0,353.01,743.41,1,0,0,0,0,0,1,0,0,0,1
3805,1,0602-DDUML,36.14,69.75,3894.4,0.0,0,2059.98,5954.38,1,0,0,0,0,0,1,0,0,0,1
3806,0,2208-MPXIO,21.73,20.0,886.4,0.0,0,977.85,1864.25,1,0,0,0,0,0,0,1,1,0,0
3807,0,1960-UYCNN,26.43,95.25,1021.55,0.0,0,264.3,1285.85,1,0,0,0,0,0,0,1,1,0,0
3808,1,3190-FZATL,40.66,19.95,268.4,0.0,0,569.24,837.64,1,0,0,0,0,0,1,0,0,1,0
3809,1,7336-RLLRH,11.83,80.85,2204.35,0.0,0,319.41,2523.7599999999998,0,0,0,1,0,0,1,0,0,1,0
3810,0,7710-JSYOA,28.53,93.3,6398.05,0.0,0,1968.5700000000002,8366.62,0,1,0,0,0,0,0,1,1,0,0
3811,3,9885-MFVSU,0.0,46.35,1662.05,0.0,140,0.0,1802.05,0,0,0,1,0,0,0,1,0,1,0
3812,1,0607-MVMGC,39.82,78.75,3600.65,0.0,0,1791.9,5392.55,1,0,0,0,0,0,1,0,0,1,0
3813,0,3365-SAIGS,22.61,83.55,1329.15,0.0,0,384.37,1713.52,1,0,0,0,0,0,0,1,1,0,0
3814,1,8022-BECSI,20.46,19.6,422.5,0.0,0,450.12,872.62,1,0,0,0,0,0,1,0,0,1,0
3815,1,9993-LHIEB,2.12,67.85,4627.65,0.0,0,142.04000000000002,4769.69,0,1,0,0,0,0,1,0,0,1,0
3816,0,0266-CLZKZ,17.79,105.65,6717.9,0.0,0,1191.9299999999998,7909.83,0,1,0,0,0,0,0,1,1,0,0
3817,1,3977-QCRSL,3.37,20.15,117.95,0.0,0,16.85,134.8,0,0,0,0,0,1,1,0,0,1,0
3818,1,0017-DINOC,0.0,45.2,2460.55,0.0,0,0.0,2460.55,1,0,0,0,0,0,1,0,0,1,0
3819,0,7639-OPLNG,27.97,79.25,5731.85,0.0,0,1957.8999999999999,7689.75,0,1,0,0,0,0,0,1,1,0,0
3820,2,1492-QGCLU,26.84,85.7,4616.1,0.0,0,1422.52,6038.620000000001,1,0,0,0,0,0,1,0,1,0,0
3821,1,7328-OWMOM,33.71,20.1,589.25,0.0,0,1045.01,1634.26,0,0,0,1,0,0,1,0,0,1,0
3822,2,4418-LZMSV,28.15,61.8,750.1,0.0,0,365.95,1116.05,1,0,0,0,0,0,1,0,1,0,0
3823,1,5155-AZQPB,41.41,49.9,1410.25,0.0,0,1159.48,2569.73,0,0,0,1,0,0,1,0,0,1,0
3824,2,1087-GRUYI,6.97,20.4,743.5,0.0,0,264.86,1008.36,0,0,0,1,0,0,1,0,1,0,0
3825,3,2546-KZAAT,10.4,75.4,3865.45,0.0,0,540.8000000000001,4406.25,1,0,0,0,0,0,0,1,0,1,0
3826,1,0181-RITDD,1.76,108.15,6825.65,0.0,0,109.12,6934.7699999999995,1,0,0,0,0,0,1,0,0,1,0
3827,0,5989-PGKJB,22.3,86.25,1340.1,0.0,0,356.8,1696.8999999999999,0,0,0,0,1,0,0,1,1,0,0
3828,2,8272-ONJLV,49.0,95.7,1184.0,0.0,0,588.0,1772.0,0,0,0,0,1,0,1,0,1,0,0
3829,0,1488-PBLJN,31.83,116.85,8477.7,0.0,0,2291.7599999999998,10769.460000000001,0,1,0,0,0,0,0,1,1,0,0
3830,1,3778-FOAQW,32.86,20.15,456.85,0.0,0,788.64,1245.49,0,0,0,1,0,0,1,0,0,1,0
3831,1,4452-ROHMO,39.49,19.6,331.6,0.0,0,592.35,923.95,0,0,0,0,1,0,1,0,0,1,0
3832,2,3090-LETTY,14.88,60.95,134.6,0.0,0,29.76,164.35999999999999,1,0,0,0,0,0,1,0,1,0,0
3833,1,5349-AZPEW,0.0,25.05,125.5,0.0,0,0.0,125.5,0,0,0,0,0,1,1,0,0,1,0
3834,0,9720-JJJOR,2.43,60.3,2511.3,0.0,0,99.63000000000001,2610.9300000000003,1,0,0,0,0,0,0,1,1,0,0
3835,0,8100-HZZLJ,5.6,63.95,2737.05,0.0,0,240.79999999999998,2977.8500000000004,1,0,0,0,0,0,0,1,1,0,0
3836,2,7398-HPYZQ,28.58,90.55,6404.0,0.0,0,2029.1799999999998,8433.18,0,1,0,0,0,0,1,0,1,0,0
3837,1,3546-GHEAE,9.43,19.45,165.35,0.0,0,66.00999999999999,231.35999999999999,1,0,0,0,0,0,1,0,0,1,0
3838,1,2550-QHZGP,30.58,19.5,128.6,0.0,0,214.06,342.65999999999997,0,0,0,0,0,1,1,0,0,1,0
3839,0,7519-JTWQH,23.92,110.5,7455.45,0.0,0,1650.48,9105.93,0,1,0,0,0,0,0,1,1,0,0
3840,1,2538-OIMXF,0.0,24.7,24.7,0.0,70,0.0,94.7,0,0,0,0,0,1,1,0,0,1,0
3841,0,8543-MSDMF,44.42,77.4,206.15,0.0,0,133.26,339.40999999999997,0,0,0,0,0,1,0,1,1,0,0
3842,0,1170-SASML,34.49,85.4,5869.4,0.0,0,2379.81,8249.21,0,1,0,0,0,0,0,1,1,0,0
3843,0,4872-JCVCA,0.0,47.6,3377.8,0.0,0,0.0,3377.8,0,1,0,0,0,0,0,1,1,0,0
3844,1,5346-BZCHP,25.18,19.4,1346.2,0.0,0,1737.42,3083.62,0,1,0,0,0,0,1,0,0,1,0
3845,0,2038-LLMLM,10.5,103.85,4946.05,0.0,0,504.0,5450.05,1,0,0,0,0,0,0,1,1,0,0
3846,3,1216-BGTSP,5.97,108.45,4964.7,0.0,0,268.65,5233.349999999999,1,0,0,0,0,0,0,1,0,1,0
3847,2,4138-NAXED,42.93,81.0,4085.75,0.0,10,2189.43,6285.18,1,0,0,0,0,0,1,0,1,0,0
3848,2,0744-BIKKF,11.41,86.65,6224.8,0.0,0,821.52,7046.32,0,1,0,0,0,0,1,0,1,0,0
3849,0,7483-IQWIB,38.89,92.95,3415.25,0.0,0,1438.93,4854.18,0,0,0,1,0,0,0,1,1,0,0
3850,2,5248-KWLAR,18.42,90.35,6325.25,0.0,0,1307.8200000000002,7633.07,0,1,0,0,0,0,1,0,1,0,0
3851,3,7996-MHXLW,20.77,25.15,1683.6,0.0,0,1370.82,3054.42,0,1,0,0,0,0,0,1,0,1,0
3852,0,7833-PKIHD,31.66,76.4,3966.3,0.0,0,1614.66,5580.96,1,0,0,0,0,0,0,1,1,0,0
3853,2,7061-OVMIM,21.14,19.55,608.5,0.0,0,634.2,1242.7,1,0,0,0,0,0,1,0,1,0,0
3854,2,5153-RTHKF,23.54,85.35,2896.6,0.0,0,800.36,3696.96,1,0,0,0,0,0,1,0,1,0,0
3855,3,1852-QSWCD,35.25,24.8,1514.85,0.0,0,2256.0,3770.85,1,0,0,0,0,0,0,1,0,1,0
3856,1,9079-LWTFD,47.73,100.75,4669.2,0.0,0,2243.31,6912.51,1,0,0,0,0,0,1,0,0,1,0
3857,1,3392-EHMNK,11.4,94.1,6302.8,0.0,0,763.8000000000001,7066.6,0,1,0,0,0,0,1,0,0,1,0
3858,2,5986-WWXDV,48.61,19.35,779.2,0.0,0,1895.79,2674.99,1,0,0,0,0,0,1,0,1,0,0
3859,1,3061-BCKYI,43.5,19.9,283.75,0.0,0,609.0,892.75,0,0,0,0,1,0,1,0,0,1,0
3860,1,7228-PAQPD,34.01,59.1,772.85,0.0,0,476.14,1248.99,0,0,0,0,1,0,1,0,0,1,0
3861,3,7746-QYVCO,21.04,55.85,857.8,0.0,0,336.64,1194.44,0,0,0,0,1,0,0,1,0,1,0
3862,0,5804-HYIEZ,40.28,106.05,7554.05,0.0,0,2819.6,10373.65,0,1,0,0,0,0,0,1,1,0,0
3863,3,5934-TSSAU,48.73,75.3,1702.9,0.0,0,1120.79,2823.69,0,0,0,0,1,0,0,1,0,1,0
3864,1,3486-KHMLI,31.26,24.7,467.15,0.0,0,656.46,1123.6100000000001,0,0,0,0,1,0,1,0,0,1,0
3865,2,6784-XYJAE,46.92,55.8,1941.5,0.0,70,1689.1200000000001,3700.62,1,0,0,0,0,0,1,0,1,0,0
3866,1,3933-DQPWX,0.0,39.7,1932.75,0.0,0,0.0,1932.75,1,0,0,0,0,0,1,0,0,1,0
3867,3,6661-EIPZC,0.0,29.5,1423.05,0.0,0,0.0,1423.05,1,0,0,0,0,0,0,1,0,1,0
3868,1,8957-THMOA,18.95,20.15,970.85,0.0,0,947.5,1918.35,1,0,0,0,0,0,1,0,0,1,0
3869,1,2251-PYLPB,45.05,79.55,5810.9,0.0,0,3243.6,9054.5,0,1,0,0,0,0,1,0,0,1,0
3870,1,5555-RNPGT,34.47,24.8,223.9,0.0,0,344.7,568.6,0,0,0,0,1,0,1,0,0,1,0
3871,1,1057-FOGLZ,18.2,19.65,391.7,0.0,0,327.59999999999997,719.3,0,0,0,0,1,0,1,0,0,1,0
3872,0,8087-LGYHQ,15.53,94.05,811.65,0.0,0,139.76999999999998,951.42,0,0,0,0,0,1,0,1,1,0,0
